TeamName,`PlayerName,Year,Partispated,Started
Cards,Michael Adams,1989,3,0
Cards,Robert Awalt,1989,16,15
Cards,Tony Baker,1989,10,2
Cards,Anthony Bell,1989,16,15
Cards,Bob Buczkowski,1989,4,0
Cards,Ron Burton,1989,10,0
Cards,Rich Camarillo,1989,15,0
Cards,Lydell Carr,1989,5,0
Cards,Carl Carter,1989,15,15
Cards,Jessie Clark,1989,11,0
Cards,Bob Clasby,1989,4,4
Cards,Al Del Greco,1989,16,0
Cards,Scott Dill,1989,16,0
Cards,Michael Downs,1989,5,0
Cards,Earl Ferrell,1989,15,15
Cards,David Galloway,1989,12,11
Cards,Freddie Gilbert,1989,2,0
Cards,Roy Green,1989,12,12
Cards,Kevin Guidry,1989,3,0
Cards,Gary Hadd,1989,10,4
Cards,Ken Harvey,1989,16,16
Cards,Eric Hill,1989,15,14
Cards,Gary Hogeboom,1989,14,13
Cards,Don Holmes,1989,15,1
Cards,Ilia Jarostchuk,1989,16,1
Cards,Garth Jax,1989,16,0
Cards,Ernie Jones,1989,15,9
Cards,Tony Jordan,1989,13,8
Cards,Kani Kauahi,1989,16,2
Cards,Derek Kennard,1989,14,14
Cards,Randy Kirk,1989,6,0
Cards,Shawn Knight,1989,7,1
Cards,Cedric Mack,1989,16,16
Cards,Phil McConkey,1989,6,0
Cards,Tim McDonald,1989,16,16
Cards,Roland Mitchell,1989,3,1
Cards,Stump Mitchell,1989,3,3
Cards,Jay Novacek,1989,16,1
Cards,Freddie Joe Nunn,1989,12,12
Cards,Todd Peat,1989,4,4
Cards,Walter Reeves,1989,16,3
Cards,Tootie Robbins,1989,9,9
Cards,Timm Rosenbach,1989,2,1
Cards,Rod Saddler,1989,15,15
Cards,Luis Sharpe,1989,14,14
Cards,Vai Sikahema,1989,16,2
Cards,J.T. Smith,1989,9,8
Cards,Lance Smith,1989,16,16
Cards,Jay Taylor,1989,16,2
Cards,Mark Traynowicz,1989,2,0
Cards,Tom Tupa,1989,14,2
Cards,Marcus Turner,1989,13,0
Cards,Darryl Usher,1989,7,0
Cards,Jim Wahler,1989,13,11
Cards,Karl Wilson,1989,15,6
Cards,Joe Wolf,1989,16,15
Cards,Ron Wolfley,1989,16,1
Cards,Lonnie Young,1989,10,9
Cards,Mike Zandofsky,1989,15,6
Cards,Mike Zordich,1989,16,7
Cards,David Bavaro,1990,14,0
Cards,Anthony Bell,1990,16,16
Cards,Stanley Blair,1990,5,0
Cards,David Braxton,1990,11,0
Cards,Rich Camarillo,1990,16,0
Cards,Larry Centers,1990,6,0
Cards,Dick Chapura,1990,3,0
Cards,Bob Clasby,1990,1,1
Cards,Al Del Greco,1990,16,0
Cards,Tracey Eaton,1990,11,0
Cards,Terrence Flagler,1990,13,0
Cards,Roy Green,1990,16,16
Cards,Carl Hairston,1990,16,3
Cards,Ken Harvey,1990,16,16
Cards,Eric Hill,1990,16,16
Cards,Don Holmes,1990,6,0
Cards,John Jackson,1990,9,0
Cards,Garth Jax,1990,16,12
Cards,Johnny Johnson,1990,14,14
Cards,Ernie Jones,1990,15,8
Cards,Tim Jorden,1990,16,11
Cards,Kani Kauahi,1990,15,0
Cards,Derek Kennard,1990,16,16
Cards,Bill Lewis,1990,16,16
Cards,Dave Little,1990,11,0
Cards,Lorenzo Lynch,1990,16,0
Cards,Cedric Mack,1990,16,16
Cards,Dexter Manley,1990,4,0
Cards,Tim McDonald,1990,16,16
Cards,Freddie Joe Nunn,1990,16,16
Cards,Eldonta Osborne,1990,12,0
Cards,Ricky Proehl,1990,16,2
Cards,Walter Reeves,1990,16,16
Cards,Elston Ridgle,1990,10,0
Cards,Tootie Robbins,1990,16,16
Cards,Jeroy Robinson,1990,3,0
Cards,Timm Rosenbach,1990,16,16
Cards,Rod Saddler,1990,16,15
Cards,Luis Sharpe,1990,16,16
Cards,Vai Sikahema,1990,16,0
Cards,Dennis Smith,1990,4,0
Cards,J.T. Smith,1990,13,8
Cards,Lance Smith,1990,16,16
Cards,Vernice Smith,1990,11,0
Cards,Jay Taylor,1990,16,16
Cards,Anthony Thompson,1990,13,3
Cards,Tom Tupa,1990,15,0
Cards,Marcus Turner,1990,16,1
Cards,Jim Wahler,1990,16,16
Cards,Chris Washington,1990,8,0
Cards,Joe Wolf,1990,15,0
Cards,Ron Wolfley,1990,13,2
Cards,Lonnie Young,1990,16,16
Cards,Mike Zordich,1990,16,0
Cards,David Braxton,1991,16,2
Cards,Rich Camarillo,1991,16,0
Cards,Larry Centers,1991,9,2
Cards,Chris Chandler,1991,3,2
Cards,Sidney Coleman,1991,16,2
Cards,Dexter Davis,1991,11,0
Cards,Greg Davis,1991,16,0
Cards,Dave Duerson,1991,11,4
Cards,Anthony Edwards,1991,13,0
Cards,Scott Evans,1991,1,0
Cards,Richard Fain,1991,2,0
Cards,Jeff Faulkner,1991,16,14
Cards,Amod Field,1991,2,0
Cards,Terrence Flagler,1991,7,0
Cards,Stan Gelbaugh,1991,6,3
Cards,Ken Harvey,1991,16,16
Cards,Eric Hill,1991,16,15
Cards,Randal Hill,1991,15,4
Cards,Steve Hyche,1991,16,0
Cards,John Jackson,1991,16,3
Cards,Garth Jax,1991,12,9
Cards,Johnny Johnson,1991,15,13
Cards,Ernie Jones,1991,16,16
Cards,Jock Jones,1991,5,0
Cards,Mike Jones,1991,16,1
Cards,Tim Jorden,1991,16,9
Cards,Kani Kauahi,1991,16,0
Cards,Craig Kupp,1991,1,0
Cards,Bill Lewis,1991,16,16
Cards,Steve Lofton,1991,11,1
Cards,Tony Lomack,1991,1,0
Cards,Lorenzo Lynch,1991,16,14
Cards,Robert Massey,1991,12,5
Cards,Tim McDonald,1991,13,13
Cards,Freddie Joe Nunn,1991,16,16
Cards,Chris Oldham,1991,2,0
Cards,Craig Patterson,1991,16,13
Cards,Ricky Proehl,1991,16,16
Cards,Walter Reeves,1991,15,13
Cards,Tootie Robbins,1991,16,15
Cards,Rod Saddler,1991,4,0
Cards,Luis Sharpe,1991,16,16
Cards,Lance Smith,1991,16,16
Cards,Vernice Smith,1991,14,8
Cards,Tyronne Stowe,1991,13,3
Cards,Eric Swann,1991,12,3
Cards,Jay Taylor,1991,16,1
Cards,Anthony Thompson,1991,16,4
Cards,Tom Tupa,1991,11,11
Cards,Marcus Turner,1991,3,0
Cards,Jim Wahler,1991,15,13
Cards,Aeneas Williams,1991,16,15
Cards,Chris Williams,1991,15,0
Cards,Willie Williams,1991,16,3
Cards,Joe Wolf,1991,8,6
Cards,Ron Wolfley,1991,16,0
Cards,Mike Zordich,1991,16,16
Cards,Johnny Bailey,1992,12,2
Cards,Michael Bankston,1992,16,6
Cards,Rob Baxley,1992,6,0
Cards,Eric Blount,1992,4,0
Cards,David Braxton,1992,15,0
Cards,Ivory Lee Brown,1992,7,5
Cards,Rich Camarillo,1992,15,0
Cards,Larry Centers,1992,16,1
Cards,Chris Chandler,1992,15,13
Cards,Ed Cunningham,1992,10,5
Cards,Rick Cunningham,1992,8,6
Cards,Dexter Davis,1992,16,2
Cards,Greg Davis,1992,16,0
Cards,Reuben Davis,1992,11,5
Cards,Dave Duerson,1992,15,0
Cards,Anthony Edwards,1992,16,0
Cards,Jeff Faulkner,1992,16,5
Cards,Odie Harris,1992,8,0
Cards,Ken Harvey,1992,10,10
Cards,Eric Hill,1992,16,16
Cards,Randal Hill,1992,16,14
Cards,Steve Hyche,1992,16,1
Cards,John Jackson,1992,6,0
Cards,Garth Jax,1992,16,0
Cards,Johnny Johnson,1992,12,8
Cards,Ernie Jones,1992,11,5
Cards,Jock Jones,1992,14,2
Cards,Mike Jones,1992,15,15
Cards,Bill Lewis,1992,6,6
Cards,Steve Lofton,1992,4,0
Cards,Lorenzo Lynch,1992,16,9
Cards,Robert Massey,1992,15,12
Cards,Mark May,1992,16,16
Cards,Tim McDonald,1992,16,16
Cards,Freddie Joe Nunn,1992,11,9
Cards,Chris Oldham,1992,1,0
Cards,Mitchell Price,1992,2,0
Cards,Ricky Proehl,1992,16,15
Cards,Walter Reeves,1992,16,16
Cards,Butch Rolle,1992,16,14
Cards,Timm Rosenbach,1992,8,3
Cards,Keith Rucker,1992,14,5
Cards,Tony Sacca,1992,2,0
Cards,Luis Sharpe,1992,15,15
Cards,Jessie Small,1992,6,0
Cards,Lance Smith,1992,16,16
Cards,Vernice Smith,1992,12,2
Cards,Tyronne Stowe,1992,15,15
Cards,Eric Swann,1992,16,11
Cards,Anthony Thompson,1992,1,0
Cards,Danny Villa,1992,16,12
Cards,Jim Wahler,1992,5,5
Cards,Derek Ware,1992,15,0
Cards,Aeneas Williams,1992,16,16
Cards,Joe Wolf,1992,3,2
Cards,Willie Wright,1992,9,0
Cards,Mike Zordich,1992,16,16
Cards,Johnny Bailey,1993,13,0
Cards,Michael Bankston,1993,16,12
Cards,Pat Beach,1993,15,0
Cards,Steve Beuerlein,1993,16,14
Cards,Eric Blount,1993,6,0
Cards,John Booty,1993,12,12
Cards,David Braxton,1993,16,0
Cards,Chad Brown,1993,5,0
Cards,Rich Camarillo,1993,16,0
Cards,Chuck Cecil,1993,15,7
Cards,Larry Centers,1993,16,9
Cards,Chris Chandler,1993,4,2
Cards,Gary Clark,1993,14,10
Cards,Ben Coleman,1993,12,0
Cards,Ed Cunningham,1993,15,15
Cards,Rick Cunningham,1993,16,16
Cards,Dexter Davis,1993,6,1
Cards,Greg Davis,1993,16,0
Cards,Reuben Davis,1993,16,15
Cards,Dave Duerson,1993,16,4
Cards,Ernest Dye,1993,7,1
Cards,Anthony Edwards,1993,16,0
Cards,Chad Fann,1993,1,0
Cards,Odie Harris,1993,16,0
Cards,Ken Harvey,1993,16,6
Cards,Garrison Hearst,1993,6,5
Cards,Eric Hill,1993,13,12
Cards,Randal Hill,1993,16,8
Cards,Steve Hyche,1993,2,0
Cards,Garth Jax,1993,16,0
Cards,Chuck Johnson,1993,5,0
Cards,Jock Jones,1993,7,0
Cards,Mike Jones,1993,16,2
Cards,Kani Kauahi,1993,1,0
Cards,Steve Lofton,1993,13,0
Cards,Lorenzo Lynch,1993,16,15
Cards,Robert Massey,1993,10,10
Cards,Mark May,1993,11,11
Cards,David Merritt,1993,3,0
Cards,Ronald Moore,1993,16,11
Cards,Freddie Joe Nunn,1993,16,10
Cards,Chris Oldham,1993,16,6
Cards,Ricky Proehl,1993,16,16
Cards,Walter Reeves,1993,16,15
Cards,Butch Rolle,1993,16,5
Cards,Keith Rucker,1993,16,15
Cards,Luis Sharpe,1993,16,16
Cards,Lance Smith,1993,16,16
Cards,Tyronne Stowe,1993,15,15
Cards,Eric Swann,1993,9,9
Cards,Brett Wallerstedt,1993,7,0
Cards,Derek Ware,1993,16,1
Cards,Aeneas Williams,1993,16,16
Cards,Joe Wolf,1993,8,5
Cards,Mike Zordich,1993,16,9
Cards,Brent Alexander,1994,16,7
Cards,Michael Bankston,1994,16,16
Cards,Sebastian Barrie,1994,10,0
Cards,Steve Beuerlein,1994,9,7
Cards,Michael Brandon,1994,1,0
Cards,Chad Brown,1994,8,2
Cards,Larry Centers,1994,16,5
Cards,Gary Clark,1994,15,2
Cards,Ben Coleman,1994,15,13
Cards,Ed Cunningham,1994,16,16
Cards,Rick Cunningham,1994,11,10
Cards,Herschel Currie,1994,1,0
Cards,Greg Davis,1994,14,0
Cards,Karl Dunbar,1994,4,0
Cards,Ernest Dye,1994,16,16
Cards,Eric England,1994,11,1
Cards,Chad Fann,1994,16,9
Cards,Jeff Feagles,1994,16,0
Cards,Odie Harris,1994,13,0
Cards,Frank Harvey,1994,2,0
Cards,Garrison Hearst,1994,8,0
Cards,Brian Henesey,1994,3,0
Cards,Mark Higgs,1994,6,0
Cards,Eric Hill,1994,16,15
Cards,Randal Hill,1994,14,14
Cards,Terry Hoage,1994,16,16
Cards,Terry Irving,1994,16,0
Cards,Garth Jax,1994,16,0
Cards,Seth Joyner,1994,16,16
Cards,Randy Kirk,1994,16,0
Cards,Kevin Knox,1994,2,0
Cards,Chuck Levy,1994,11,0
Cards,Lorenzo Lynch,1994,15,15
Cards,Wilber Marshall,1994,15,15
Cards,Fred McAfee,1994,7,0
Cards,Keith McCants,1994,8,1
Cards,Jim McMahon,1994,2,1
Cards,David Merritt,1994,16,0
Cards,Jamir Miller,1994,16,0
Cards,Ronald Moore,1994,16,16
Cards,Chris Oldham,1994,11,1
Cards,Todd Peterson,1994,2,0
Cards,Ricky Proehl,1994,16,16
Cards,Anthony Redmon,1994,6,5
Cards,Bryan Reeves,1994,14,0
Cards,Patrick Robinson,1994,15,0
Cards,Terry Samuels,1994,16,6
Cards,Jay Schroeder,1994,9,8
Cards,Luis Sharpe,1994,11,11
Cards,Clyde Simmons,1994,16,16
Cards,Eric Swann,1994,16,16
Cards,Mark Tucker,1994,16,3
Cards,Derek Ware,1994,15,12
Cards,Andre Waters,1994,12,4
Cards,Aeneas Williams,1994,16,16
Cards,James Williams,1994,15,7
Cards,Bernard Wilson,1994,13,12
Cards,Joe Wolf,1994,7,6
Cards,Barry Word,1994,1,0
Cards,Melvin Aldridge,1995,2,0
Cards,Brent Alexander,1995,16,13
Cards,Stevie Anderson,1995,5,0
Cards,Michael Bankston,1995,16,16
Cards,Carlos Brooks,1995,7,0
Cards,Chad Brown,1995,5,4
Cards,Lance Brown,1995,11,5
Cards,Mike Buck,1995,4,0
Cards,Stoney Case,1995,2,0
Cards,Larry Centers,1995,16,10
Cards,Ben Coleman,1995,3,0
Cards,Ed Cunningham,1995,9,8
Cards,Bernard Dafney,1995,11,8
Cards,Greg Davis,1995,16,0
Cards,Marcus Dowdell,1995,13,0
Cards,Jerry Drake,1995,2,0
Cards,Jamie Dukes,1995,8,8
Cards,Karl Dunbar,1995,4,0
Cards,Ernest Dye,1995,6,6
Cards,Anthony Edwards,1995,15,0
Cards,Eric England,1995,15,0
Cards,Chad Fann,1995,16,3
Cards,Jeff Feagles,1995,16,0
Cards,Eric Floyd,1995,1,0
Cards,Wendall Gaines,1995,16,11
Cards,Cecil Gray,1995,7,4
Cards,Darryl Hardy,1995,4,0
Cards,Garrison Hearst,1995,16,15
Cards,Mark Higgs,1995,1,0
Cards,Eric Hill,1995,14,14
Cards,Terry Hoage,1995,12,7
Cards,Patrick Hunter,1995,5,5
Cards,Terry Irving,1995,16,8
Cards,Garth Jax,1995,16,4
Cards,LeShon Johnson,1995,3,0
Cards,Tony Jones,1995,2,0
Cards,Seth Joyner,1995,16,16
Cards,Randy Kirk,1995,16,0
Cards,Dave Krieg,1995,16,16
Cards,Kwamie Lassiter,1995,5,0
Cards,Wesley Leasy,1995,12,0
Cards,Duval Love,1995,16,16
Cards,Lorenzo Lynch,1995,12,11
Cards,Chris Maumalanga,1995,6,0
Cards,Oscar McBride,1995,16,10
Cards,Keith McCants,1995,16,2
Cards,David Merritt,1995,15,0
Cards,Jamir Miller,1995,10,9
Cards,Rob Moore,1995,15,15
Cards,Tito Paul,1995,14,4
Cards,Anthony Redmon,1995,12,9
Cards,Bryan Reeves,1995,5,0
Cards,C.J. Richardson,1995,1,0
Cards,Terry Samuels,1995,4,1
Cards,Frank Sanders,1995,16,15
Cards,Rob Selby,1995,7,4
Cards,Simon Shanks,1995,15,0
Cards,Clyde Simmons,1995,16,16
Cards,Ben Smith,1995,2,0
Cards,Eric Swann,1995,12,12
Cards,Ryan Terry,1995,15,0
Cards,Larry Tharpe,1995,16,16
Cards,Andre Waters,1995,7,0
Cards,Aeneas Williams,1995,16,16
Cards,Bernard Wilson,1995,16,14
Cards,Joe Wolf,1995,6,1
Cards,Brent Alexander,1996,16,15
Cards,Stevie Anderson,1996,8,0
Cards,Michael Bankston,1996,16,16
Cards,Tommy Bennett,1996,16,1
Cards,Ronnie Bradford,1996,15,11
Cards,Lance Brown,1996,1,0
Cards,Lomas Brown,1996,16,16
Cards,Kevin Butler,1996,7,0
Cards,Pat Carter,1996,16,16
Cards,Larry Centers,1996,16,14
Cards,Ryan Christopherson,1996,6,0
Cards,Matt Darby,1996,15,15
Cards,Greg Davis,1996,9,0
Cards,Mike Devlin,1996,11,11
Cards,James Dexter,1996,6,1
Cards,Marcus Dowdell,1996,15,0
Cards,Jerry Drake,1996,11,0
Cards,Ernest Dye,1996,8,0
Cards,Anthony Edwards,1996,16,1
Cards,Eric England,1996,11,1
Cards,Boomer Esiason,1996,10,8
Cards,Jeff Feagles,1996,16,0
Cards,Aaron Graham,1996,16,7
Cards,Kent Graham,1996,10,8
Cards,Jarius Hayes,1996,4,0
Cards,Eric Hill,1996,16,16
Cards,Terry Hoage,1996,5,3
Cards,Terry Irving,1996,16,0
Cards,D.J. Johnson,1996,7,0
Cards,LeShon Johnson,1996,15,8
Cards,Kevin Jordan,1996,1,0
Cards,Matt Joyce,1996,2,0
Cards,Seth Joyner,1996,16,16
Cards,Trey Junkin,1996,10,0
Cards,Kwamie Lassiter,1996,14,0
Cards,Wesley Leasy,1996,16,0
Cards,Duval Love,1996,9,9
Cards,Chris Maumalanga,1996,1,0
Cards,Oscar McBride,1996,2,1
Cards,J.J. McCleskey,1996,5,0
Cards,Devon McDonald,1996,16,0
Cards,Leeland McElroy,1996,16,6
Cards,Ronald McKinnon,1996,16,0
Cards,Johnny McWilliams,1996,12,0
Cards,Jamir Miller,1996,16,16
Cards,Rob Moore,1996,16,16
Cards,Brad Ottis,1996,11,1
Cards,Tito Paul,1996,16,3
Cards,Anthony Redmon,1996,16,16
Cards,Simeon Rice,1996,16,15
Cards,Frank Sanders,1996,16,16
Cards,Rob Selby,1996,13,4
Cards,Ben Smith,1996,2,0
Cards,Cedric Smith,1996,15,2
Cards,Joe Staysniak,1996,9,0
Cards,Eric Swann,1996,16,15
Cards,Ryan Terry,1996,5,0
Cards,Aeneas Williams,1996,16,16
Cards,Bernard Wilson,1996,16,16
Cards,Joe Wolf,1996,16,16
Cards,Brent Alexander,1997,16,15
Cards,Michael Bankston,1997,16,16
Cards,Tommy Bennett,1997,13,7
Cards,Kevin Bouie,1997,5,0
Cards,Fred Brock,1997,2,0
Cards,Lomas Brown,1997,14,14
Cards,Kevin Butler,1997,6,0
Cards,Mike Caldwell,1997,16,0
Cards,Mark Campbell,1997,5,0
Cards,Pat Carter,1997,16,10
Cards,Stoney Case,1997,3,1
Cards,Larry Centers,1997,15,14
Cards,Lyron Cobbins,1997,6,0
Cards,Matt Darby,1997,11,7
Cards,Mike Devlin,1997,15,13
Cards,James Dexter,1997,10,9
Cards,Chris Dishman,1997,8,0
Cards,Anthony Edwards,1997,16,1
Cards,Jeff Feagles,1997,16,0
Cards,Chris Gedney,1997,16,3
Cards,Aaron Graham,1997,16,4
Cards,Kent Graham,1997,8,6
Cards,Thomas Guynes,1997,4,0
Cards,Kenny Harris,1997,11,0
Cards,Eric Hill,1997,11,10
Cards,Ty Howard,1997,15,2
Cards,Terry Irving,1997,16,6
Cards,LeShon Johnson,1997,14,0
Cards,Matt Joyce,1997,9,6
Cards,Trey Junkin,1997,16,0
Cards,Tom Knight,1997,15,14
Cards,Kwamie Lassiter,1997,16,1
Cards,J.J. McCleskey,1997,13,0
Cards,Tony McCombs,1997,12,0
Cards,Leeland McElroy,1997,14,8
Cards,Ronald McKinnon,1997,16,16
Cards,Johnny McWilliams,1997,16,7
Cards,Jamir Miller,1997,16,16
Cards,Kevin Miniefield,1997,3,0
Cards,Rob Moore,1997,16,16
Cards,Ronald Moore,1997,6,2
Cards,Joe Nedney,1997,10,0
Cards,Brad Ottis,1997,16,4
Cards,Tito Paul,1997,1,0
Cards,Jake Plummer,1997,10,9
Cards,Anthony Redmon,1997,16,16
Cards,Simeon Rice,1997,16,15
Cards,Frank Sanders,1997,16,16
Cards,Rob Selby,1997,10,9
Cards,Cedric Smith,1997,16,3
Cards,Mark Smith,1997,16,4
Cards,Eric Swann,1997,13,13
Cards,Rashod Swinger,1997,1,0
Cards,Aeneas Williams,1997,16,16
Cards,Kevin Williams,1997,16,0
Cards,Bernard Wilson,1997,16,14
Cards,Joe Wolf,1997,15,9
Cards,Ronnie Anderson,1998,4,0
Cards,Mario Bates,1998,16,1
Cards,Tommy Bennett,1998,16,16
Cards,Fred Brock,1998,12,0
Cards,Dave Brown,1998,1,0
Cards,J.B. Brown,1998,15,6
Cards,Lomas Brown,1998,16,16
Cards,Larry Centers,1998,16,12
Cards,Corey Chavous,1998,16,5
Cards,Jon Clark,1998,6,0
Cards,Anthony Clement,1998,1,0
Cards,Jerome Daniels,1998,8,5
Cards,Allen DeGraffenreid,1998,5,0
Cards,Mike Devlin,1998,15,3
Cards,James Dexter,1998,16,16
Cards,Chris Dishman,1998,12,11
Cards,Jerry Drake,1998,1,1
Cards,Chris Gedney,1998,16,3
Cards,Aaron Graham,1998,14,13
Cards,Terry Hardy,1998,9,0
Cards,Jarius Hayes,1998,16,0
Cards,Lester Holmes,1998,16,16
Cards,Ty Howard,1998,9,0
Cards,Terry Irving,1998,6,1
Cards,Chris Jacke,1998,4,0
Cards,Matt Joyce,1998,11,0
Cards,Trey Junkin,1998,16,0
Cards,Tom Knight,1998,8,5
Cards,Kwamie Lassiter,1998,16,6
Cards,Mark Maddox,1998,14,3
Cards,J.J. McCleskey,1998,12,0
Cards,Tony McCombs,1998,14,13
Cards,Dell McGee,1998,3,0
Cards,Ronald McKinnon,1998,13,13
Cards,Johnny McWilliams,1998,16,15
Cards,Eric Metcalf,1998,16,3
Cards,Jamir Miller,1998,16,16
Cards,Rob Moore,1998,16,16
Cards,Mike Moten,1998,1,0
Cards,Adrian Murrell,1998,15,14
Cards,Joe Nedney,1998,12,0
Cards,Michael Pittman,1998,15,0
Cards,Scott Player,1998,16,0
Cards,Jake Plummer,1998,16,16
Cards,Simeon Rice,1998,16,16
Cards,Frank Sanders,1998,16,16
Cards,Patrick Sapp,1998,16,1
Cards,Carl Simpson,1998,13,1
Cards,Mark Smith,1998,14,13
Cards,Eric Swann,1998,7,5
Cards,Rashod Swinger,1998,16,11
Cards,Pat Tillman,1998,16,10
Cards,Andre Wadsworth,1998,16,15
Cards,Zack Walz,1998,16,0
Cards,Aeneas Williams,1998,16,16
Cards,Bernard Wilson,1998,16,3
Cards,Mario Bates,1999,16,2
Cards,Tommy Bennett,1999,15,15
Cards,David Boston,1999,16,8
Cards,Melvin Bradley,1999,1,0
Cards,Dave Brown,1999,8,5
Cards,Derek Brown,1999,15,0
Cards,Tom Burke,1999,16,3
Cards,Corey Chavous,1999,15,4
Cards,Jon Clark,1999,2,0
Cards,Anthony Clement,1999,16,14
Cards,Mac Cody,1999,13,0
Cards,Mike Devlin,1999,16,0
Cards,James Dexter,1999,8,5
Cards,Chris Dishman,1999,13,10
Cards,Jerry Drake,1999,16,16
Cards,James Folston,1999,6,0
Cards,Rob Fredrickson,1999,16,16
Cards,Aaron Graham,1999,16,16
Cards,Chris Greisen,1999,2,0
Cards,Terry Hardy,1999,16,16
Cards,Lester Holmes,1999,13,13
Cards,Chris Jacke,1999,16,0
Cards,MarTay Jenkins,1999,3,0
Cards,Matt Joyce,1999,15,15
Cards,Trey Junkin,1999,16,0
Cards,Tom Knight,1999,16,11
Cards,Kwamie Lassiter,1999,16,16
Cards,Justin Lucas,1999,2,0
Cards,Mark Maddox,1999,16,2
Cards,Joel Makovicka,1999,16,10
Cards,J.J. McCleskey,1999,16,1
Cards,Andy McCullough,1999,2,0
Cards,Dennis McKinley,1999,16,0
Cards,Ronald McKinnon,1999,16,16
Cards,Johnny McWilliams,1999,15,4
Cards,Rob Moore,1999,14,10
Cards,Adrian Murrell,1999,16,12
Cards,Joe Nedney,1999,1,0
Cards,Brad Ottis,1999,14,7
Cards,Michael Pittman,1999,10,2
Cards,Scott Player,1999,16,0
Cards,Jake Plummer,1999,12,11
Cards,Coby Rhinehart,1999,16,0
Cards,Simeon Rice,1999,16,16
Cards,Angel Rubio,1999,2,0
Cards,Johnny Rutledge,1999,6,0
Cards,Frank Sanders,1999,16,16
Cards,Patrick Sapp,1999,15,5
Cards,Yusuf Scott,1999,10,0
Cards,Corey Sears,1999,9,1
Cards,L.J. Shelton,1999,9,7
Cards,Mark Smith,1999,2,0
Cards,Eric Swann,1999,9,0
Cards,Rashod Swinger,1999,15,14
Cards,Pat Tillman,1999,16,1
Cards,Andre Wadsworth,1999,11,7
Cards,Zack Walz,1999,9,9
Cards,Aeneas Williams,1999,16,16
Cards,David Barrett,2000,16,0
Cards,Tommy Bennett,2000,11,0
Cards,Cary Blanchard,2000,16,0
Cards,David Boston,2000,16,16
Cards,Ethan Brooks,2000,14,3
Cards,Dave Brown,2000,6,2
Cards,Tom Burke,2000,2,0
Cards,Corey Chavous,2000,16,1
Cards,Anthony Clement,2000,16,16
Cards,Mac Cody,2000,15,1
Cards,Norbert Davidds-Garrido,2000,9,2
Cards,Russell Davis,2000,13,9
Cards,Chris Dishman,2000,14,12
Cards,James Folston,2000,13,3
Cards,Rob Fredrickson,2000,13,12
Cards,Chris Gedney,2000,13,3
Cards,Bryan Gilmore,2000,1,0
Cards,Chris Greisen,2000,3,0
Cards,Mike Gruttadauria,2000,8,8
Cards,Terry Hardy,2000,16,15
Cards,Lester Holmes,2000,12,12
Cards,Jabari Issa,2000,10,0
Cards,MarTay Jenkins,2000,16,2
Cards,Thomas Jones,2000,14,4
Cards,Matt Joyce,2000,13,13
Cards,Trey Junkin,2000,16,0
Cards,Tom Knight,2000,16,15
Cards,Kwamie Lassiter,2000,16,16
Cards,Justin Lucas,2000,16,0
Cards,Mark Maddox,2000,14,0
Cards,Joel Makovicka,2000,14,10
Cards,Tony McCoy,2000,6,6
Cards,Dennis McKinley,2000,16,0
Cards,Ronald McKinnon,2000,16,16
Cards,Tywan Mitchell,2000,10,1
Cards,Brad Ottis,2000,15,11
Cards,Michael Pittman,2000,16,12
Cards,Scott Player,2000,16,0
Cards,Jake Plummer,2000,14,14
Cards,Simeon Rice,2000,15,11
Cards,Johnny Rutledge,2000,11,3
Cards,Frank Sanders,2000,16,16
Cards,Sekou Sanyika,2000,16,0
Cards,Yusuf Scott,2000,9,0
Cards,Corey Sears,2000,8,2
Cards,L.J. Shelton,2000,14,14
Cards,Mark Smith,2000,14,7
Cards,Jason Starkey,2000,2,0
Cards,Barron Tanner,2000,4,0
Cards,Jay Tant,2000,5,0
Cards,Raynoch Thompson,2000,11,9
Cards,Pat Tillman,2000,16,16
Cards,Mao Tosi,2000,15,10
Cards,Andre Wadsworth,2000,9,8
Cards,Darwin Walker,2000,1,0
Cards,Zack Walz,2000,6,5
Cards,Aeneas Williams,2000,16,16
Cards,Clarence Williams,2000,2,0
Cards,David Barrett,2001,16,9
Cards,Marcus Bell,2001,13,0
Cards,Jarvis Borum,2001,1,1
Cards,David Boston,2001,16,15
Cards,Andy Bowers,2001,1,1
Cards,Dave Brown,2001,1,0
Cards,Tom Burke,2001,12,9
Cards,Steve Bush,2001,9,6
Cards,Corey Chavous,2001,14,14
Cards,Anthony Clement,2001,16,16
Cards,Leonard Davis,2001,16,16
Cards,Russell Davis,2001,16,16
Cards,Chris Dishman,2001,16,5
Cards,Mario Fatafehi,2001,7,1
Cards,Rob Fredrickson,2001,15,15
Cards,Bryan Gilmore,2001,2,0
Cards,Bill Gramatica,2001,13,0
Cards,Mike Gruttadauria,2001,15,15
Cards,Terry Hardy,2001,8,6
Cards,Lawrence Hart,2001,1,0
Cards,Renaldo Hill,2001,14,1
Cards,Jabari Issa,2001,13,5
Cards,Arnold Jackson,2001,16,2
Cards,MarTay Jenkins,2001,13,3
Cards,Thomas Jones,2001,16,2
Cards,Trey Junkin,2001,16,0
Cards,Pete Kendall,2001,11,11
Cards,Tom Knight,2001,8,8
Cards,Kwamie Lassiter,2001,16,16
Cards,Justin Lucas,2001,13,4
Cards,Joel Makovicka,2001,16,14
Cards,Dennis McKinley,2001,14,0
Cards,Ronald McKinnon,2001,16,16
